title,r_psp_MMGBSA_dG_Bind,r_psp_MMGBSA_dG_Bind_Coulomb,r_psp_MMGBSA_dG_Bind_Covalent,r_psp_MMGBSA_dG_Bind_Hbond,r_psp_MMGBSA_dG_Bind_Lipo,r_psp_MMGBSA_dG_Bind_Packing,r_psp_MMGBSA_dG_Bind_SelfCont,r_psp_MMGBSA_dG_Bind_Solv_GB,r_psp_MMGBSA_dG_Bind_Solv_SA,r_psp_MMGBSA_dG_Bind_vdW,r_psp_Lig_Strain_Energy,r_psp_Lig_Strain_Coulomb,r_psp_Lig_Strain_Covalent,r_psp_Lig_Strain_Hbond,r_psp_Lig_Strain_Lipo,r_psp_Lig_Strain_Packing,r_psp_Lig_Strain_SelfCont,r_psp_Lig_Strain_Solv_GB,r_psp_Lig_Strain_Solv_SA,r_psp_Lig_Strain_vdW,r_psp_Ligand_Energy,r_psp_Ligand_Coulomb,r_psp_Ligand_Covalent,r_psp_Ligand_Hbond,r_psp_Ligand_Lipo,r_psp_Ligand_Packing,r_psp_Ligand_SelfCont,r_psp_Ligand_Solv_GB,r_psp_Ligand_Solv_SA,r_psp_Ligand_vdW,r_psp_Complex_Energy,r_psp_Complex_Coulomb,r_psp_Complex_Covalent,r_psp_Complex_Hbond,r_psp_Complex_Lipo,r_psp_Complex_Packing,r_psp_Complex_SelfCont,r_psp_Complex_Solv_GB,r_psp_Complex_Solv_SA,r_psp_Complex_vdW,r_psp_Ligand_Energy,r_psp_Ligand_Coulomb,r_psp_Ligand_Covalent,r_psp_Ligand_Hbond,r_psp_Ligand_Lipo,r_psp_Ligand_Packing,r_psp_Ligand_SelfCont,r_psp_Ligand_Solv_GB,r_psp_Ligand_Solv_SA,r_psp_Ligand_vdW,r_psp_Receptor_Energy,r_psp_Receptor_Coulomb,r_psp_Receptor_Covalent,r_psp_Receptor_Hbond,r_psp_Receptor_Lipo,r_psp_Receptor_Packing,r_psp_Receptor_SelfCont,r_psp_Receptor_Solv_GB,r_psp_Receptor_Solv_SA,r_psp_Receptor_vdW,r_psp_MMGBSA_dG_Bind(NS),r_psp_MMGBSA_dG_Bind(NS)_Coulomb,r_psp_MMGBSA_dG_Bind(NS)_Covalent,r_psp_MMGBSA_dG_Bind(NS)_Hbond,r_psp_MMGBSA_dG_Bind(NS)_Lipo,r_psp_MMGBSA_dG_Bind(NS)_Packing,r_psp_MMGBSA_dG_Bind(NS)_SelfCont,r_psp_MMGBSA_dG_Bind(NS)_Solv_GB,r_psp_MMGBSA_dG_Bind(NS)_Solv_SA,r_psp_MMGBSA_dG_Bind(NS)_vdW,r_psp_Rec_Strain_Energy,r_psp_Rec_Strain_Coulomb,r_psp_Rec_Strain_Covalent,r_psp_Rec_Strain_Hbond,r_psp_Rec_Strain_Lipo,r_psp_Rec_Strain_Packing,r_psp_Rec_Strain_SelfCont,r_psp_Rec_Strain_Solv_GB,r_psp_Rec_Strain_Solv_SA,r_psp_Rec_Strain_vdW,r_psp_Prime_MMGBSA_ligand_efficiency,r_psp_Prime_MMGBSA_ligand_efficiency_sa,r_psp_Prime_MMGBSA_ligand_efficiency_ln
HMDB0028890,-68.9320284110727,-765.774404788735,0.224656182388856,0.0,-7.22732816921359,0.0,0.0,719.889768313798,,-16.0447199493187,1.66017202760406,-5.47334889617693,1.18990136425317,0.0,0.0797475128002654,0.0,0.0,4.65786804251047,,1.20600400421709,-21.1786546350174,51.095574650067,17.9750987046501,0.0,-0.595573403135022,0.0,0.0,-93.6574427459293,,4.00368815932979,-4697.00270907899,817.756811983632,472.460242409436,0.0,-62.4408333415463,0.0,0.0,-5943.90130232791,,19.1223721973992,-21.1786546350174,51.095574650067,17.9750987046501,0.0,-0.595573403135022,0.0,0.0,-93.6574427459293,,4.00368815932979,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-71.9857201581972,-729.256129388557,0.234567324301452,0.0,-7.69272479270317,0.0,0.0,696.686237555021,,-31.9576708562606,1.39351971952055,-31.0449265040008,-1.19981250616576,0.0,0.385649110689315,0.0,0.0,18.5456627162666,,14.7069469027248,-3.44660142055363,-5.16990213083045,-17.2514131808339
biogenic	CC,-34.7823426901141,-505.843343833899,10.8333585358691,0.0,-12.6386589193762,0.0,0.0,508.080663703732,,-35.2143621764468,8.25937790463857,9.08179880529914,2.64580406259563,0.0,0.611876792646655,0.0,0.0,-4.21035115211075,,0.130249396207844,-2.6024624085031,17.0609408464282,10.7989409757798,0.0,-3.05329186034867,0.0,0.0,-39.9989127564476,,12.5898603860851,-4644.27683113152,1043.65323913483,475.892787034046,0.0,-70.3098825489226,0.0,0.0,-6102.0518769485,,8.53890219702646,-2.6024624085031,17.0609408464282,10.7989409757798,0.0,-3.05329186034867,0.0,0.0,-39.9989127564476,,12.5898603860851,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-62.027233045118,-537.272417682858,-1.13686837721616e-13,0.0,-12.9923563766039,0.0,0.0,532.818393974842,,-44.5808529604982,18.9855124503656,22.3472750436597,8.18755447327356,0.0,-0.258179335418966,0.0,0.0,-20.5273791189993,,9.23624138784357,-1.65630203286258,-2.48445304929386,-8.59986394578944
endogenous	DA,-31.5060499499814,-302.798862583632,12.4714094034807,0.0,-7.39471946451245,0.0,0.0,298.751304682522,,-32.5351819878456,3.27354894723715,-1.2462543339719,1.92956831742821,0.0,-0.00198320775605521,0.0,0.0,1.43046611559157,,1.16175205594534,-54.9551172758322,-19.828331432276,19.6461659069958,0.0,-0.37889919795772,0.0,0.0,-61.9787462879039,,7.58469373530959,-4693.35319325871,1209.80844810639,486.378062832874,0.0,-62.3915504316679,0.0,0.0,-6333.36106950116,,6.21291573485206,-54.9551172758322,-19.828331432276,19.6461659069958,0.0,-0.37889919795772,0.0,0.0,-61.9787462879039,,7.58469373530959,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-58.4040890459501,-389.603072868228,1.13686837721616e-13,0.0,-6.42219354985501,0.0,0.0,381.540492008631,,-43.9193146364985,23.6244901487316,88.0504646185675,10.5418410860524,0.0,-0.970542706901384,0.0,0.0,-84.2196534417008,,10.2223805927076,-1.50028809285626,-2.25043213928438,-7.78980718616448
HMDB0028703,-33.1603319239784,-801.553197764603,7.91616397200056,0.0,-5.51061173996084,0.0,0.0,783.325522419196,,-17.3382088106185,4.78440626923665,2.50133442491553,2.72686918239936,0.0,0.0610319268102875,0.0,0.0,-1.87916248474835,,1.37433321985979,-34.904204121393,42.3652812491692,11.8847671811114,0.0,-0.708821056180104,0.0,0.0,-93.9866270894915,,5.54119559399799,-4674.95656207827,773.247725606866,474.061418675509,0.0,-60.8373645653386,0.0,0.0,-5880.79473256608,,19.3663907707676,-34.904204121393,42.3652812491692,11.8847671811114,0.0,-0.708821056180104,0.0,0.0,-93.9866270894915,,5.54119559399799,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-46.9633800499905,-742.805973152288,5.6843418860808e-13,0.0,-4.88835445113088,0.0,0.0,734.376926374799,,-33.6459788213706,9.01864185677459,-61.2485590372305,5.18929478960064,0.0,-0.683289215640244,0.0,0.0,50.8277585291453,,14.9334367908923,-1.44175356191211,-2.16263034286816,-8.01846894048384
HMDB33664 ZINC000085847761 hmdbtoxin,-92.4451575758767,-1228.07096834041,12.2940040562376,0.0,-3.51649006654244,0.0,0.0,1150.09205446502,,-23.243757690179,-0.178757021779433,-9.06610927790057,4.87904785077187,0.0,0.0010761527674692,0.0,0.0,3.86988880573929,,0.137339446842541,-113.212030028296,4.93483303450598,9.98262924836348,0.0,-0.302190054039079,0.0,0.0,-134.374813016253,,6.54751075912642,-4812.54921363707,309.299506816392,476.537120826998,0.0,-58.4366118897792,0.0,0.0,-5554.41638644702,,14.4671570563355,-113.212030028296,4.93483303450598,9.98262924836348,0.0,-0.302190054039079,0.0,0.0,-134.374813016253,,6.54751075912642,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-98.3611681059692,-1244.82892187359,-2.27373675443232e-13,0.0,-3.60827061887542,0.0,0.0,1184.23112046733,,-34.1550960808328,6.09476755187279,25.8240628110755,7.4149562054659,0.0,0.0907043995655172,0.0,0.0,-38.0089548080523,,10.7739989438112,-4.2020526170853,-6.30307892562796,-22.5969685305976
endogenous	CA,-65.1214425248236,-775.801645254374,20.4219616923737,0.0,-8.89476141227549,0.0,0.0,726.243860769761,,-27.0908583203179,12.6687078479814,11.5034510889747,6.34793856138003,0.0,-0.0301394083175284,0.0,0.0,-5.51433119277453,,0.361788798718706,50.6350481820917,93.8855517998328,8.83632471774301,0.0,-1.22625665750812,0.0,0.0,-63.0554421607043,,12.1948704827282,-4621.37842037563,850.519548667759,483.518773932514,0.0,-64.7389498389813,0.0,0.0,-5906.94520928672,,16.2674161497985,50.6350481820917,93.8855517998328,8.83632471774301,0.0,-1.22625665750812,0.0,0.0,-63.0554421607043,,12.1948704827282,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-98.1073614668694,-823.112393330431,0.149356728051373,0.0,-8.58239801481973,0.0,0.0,768.229233118767,,-34.7911599684367,20.317211094065,35.8072969870825,13.9246664029423,0.0,-0.282223989138231,0.0,0.0,-36.471041156231,,7.33851284940011,-3.25607212624118,-4.88410818936177,-16.2977492150398
HMDB00845 ZINC000017176123 smpdb,-70.0827184820782,-672.501021828544,13.3239890443994,0.0,-7.62989825445678,0.0,0.0,613.290752967599,,-16.5665404110825,9.12446336302696,6.21943996531026,5.29537903369123,0.0,-0.0341307714225595,0.0,0.0,-3.62261865983703,,1.26639379528509,-32.6926323087204,7.67289939974022,0.39949854240464,0.0,-0.658094628370476,0.0,0.0,-57.6522032575307,,17.5452676350359,-4709.6673768237,867.607519693496,467.983975109201,0.0,-62.905924652025,0.0,0.0,-6014.49507818571,,32.1421312113415,-32.6926323087204,7.67289939974022,0.39949854240464,0.0,-0.658094628370476,0.0,0.0,-57.6522032575307,,17.5452676350359,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-94.1120310004007,-710.31652244511,-3.41060513164848e-13,0.0,-6.5177138460455,0.0,0.0,649.722523544377,,-27.0003182536226,14.9048491552958,31.5960606512551,8.02861001070846,0.0,-1.07805363698873,0.0,0.0,-32.8091519169402,,9.16738404725499,-3.89348436011546,-5.84022654017319,-18.0144014103109
HMDB0000845,-71.1643662913948,-678.444186041668,13.097019329969,0.0,-7.41801448393232,0.0,0.0,617.974061460116,,-16.3732465558866,8.745045804813,6.12142845200077,5.17292621782509,0.0,-0.0339037950516462,0.0,0.0,-3.76577740324237,,1.2503723332811,-32.6974790926438,7.67211719410951,0.39910805408531,0.0,-0.658082725012229,0.0,0.0,-57.6562469396274,,17.545625323801,-4710.75387141694,861.663573274742,467.756614906451,0.0,-62.6940289781422,0.0,0.0,-6009.81581337529,,32.3357827553025,-32.6974790926438,7.67211719410951,0.39910805408531,0.0,-0.658082725012229,0.0,0.0,-57.6562469396274,,17.545625323801,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-93.0498645444632,-708.492715767953,1.13686837721616e-13,0.0,-6.36875839230701,0.0,0.0,648.811000994756,,-26.9993913789586,13.140452448255,23.927101274285,7.92409311214379,0.0,-1.01535229657366,0.0,0.0,-27.0711621313976,,9.37577248979085,-3.95357590507749,-5.93036385761623,-18.2924334022718
HMDB0000845,-70.4701286834297,-678.992561326261,13.1290411466117,0.0,-7.38977125092191,0.0,0.0,619.421727923715,,-16.6385651765814,8.63772113570656,6.12917339426425,5.19008139649807,0.0,-0.0333665352173819,0.0,0.0,-3.89265047607319,,1.24448335623477,-32.6997169015827,7.67894563571102,0.396593513966136,0.0,-0.658037377608829,0.0,0.0,-57.6611237123739,,17.543905038723,-4710.06187161791,861.12202643175,467.786122182975,0.0,-62.6657403977284,0.0,0.0,-6008.37302368444,,32.0687438495297,-32.6997169015827,7.67894563571102,0.396593513966136,0.0,-0.658037377608829,0.0,0.0,-57.6611237123739,,17.543905038723,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-93.0932878468548,-708.652004096743,-2.27373675443232e-13,0.0,-6.34808819205475,0.0,0.0,648.958695637596,,-27.0518911956518,13.9854380277184,23.530269376218,7.9389597501139,0.0,-1.00831652364978,0.0,0.0,-25.6443172378076,,9.16884266283564,-3.91500714907943,-5.87251072361914,-18.1139832049209
biogenic	CA,-62.91049908686,-651.345238859234,9.38826224907115,0.0,-8.19193947510569,0.0,0.0,605.107177657113,,-17.8687606587123,9.57086453998264,3.02198265536742,7.44526398762079,0.0,-0.160603132938493,0.0,0.0,-2.06322051418795,,1.32744154412091,-0.958123117856246,49.8559420016434,5.40374827928752,0.0,-1.23648980205243,0.0,0.0,-56.2423786968911,,1.26105510015632,-4670.76064823762,930.94634526471,469.052498050756,0.0,-64.0463610463558,0.0,0.0,-6021.26882893556,,14.5556984288321,-0.958123117856246,49.8559420016434,5.40374827928752,0.0,-1.23648980205243,0.0,0.0,-56.2423786968911,,1.26105510015632,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-81.0421515222433,-656.410543088873,5.6843418860808e-14,0.0,-7.5489198839336,0.0,0.0,613.641099491771,,-30.7237880412094,8.56078789540061,2.04332157427166,1.94299826145033,0.0,-0.482416458233594,0.0,0.0,-6.47070132047065,,11.5275858383761,-3.49502772704778,-5.24254159057167,-16.1708193977022
endogenous	CA,-39.5762739073443,-483.495219820896,16.2024721337988,0.0,-7.51007101932498,0.0,0.0,460.777929462778,,-25.5513846637075,6.02117318615143,5.73070038664698,2.95700486517189,0.0,-0.0328862673888148,0.0,0.0,-4.6883509453676,,2.05470514708901,-68.1014494578252,-34.6901072843077,15.1755816330447,0.0,-0.433397541225059,0.0,0.0,-54.2035827626836,,6.05005649734638,-4714.56974939807,1014.2503150171,485.63854128924,0.0,-62.5614003297477,0.0,0.0,-6163.55928119568,,11.662075821027,-68.1014494578252,-34.6901072843077,15.1755816330447,0.0,-0.433397541225059,0.0,0.0,-54.2035827626836,,6.05005649734638,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-56.6087038846845,-518.861510224198,0.0,0.0,-6.09228842401858,0.0,0.0,503.562695531392,,-35.2176007678585,11.0112567911892,29.6355900166552,13.2454672686269,0.0,-1.38489632791759,0.0,0.0,-38.0964151232456,,7.61151095706209,-2.08296178459707,-3.12444267689561,-10.0334354559359
biogenic	FB,-67.179264562752,-911.325458804563,17.158731071655,0.0,-10.7988894795361,0.0,0.0,872.328765194763,,-34.5424125450779,11.597309091861,-0.0176801576240138,11.7651804942612,0.0,0.410155469393498,0.0,0.0,-0.739140165176948,,0.178793451007214,54.2424758055461,109.140609454251,13.1002201882295,0.0,-2.75269691577563,0.0,0.0,-71.6508070133164,,6.40515009215813,-4619.82881479011,730.250792771987,484.519438782282,0.0,-68.1695181645094,0.0,0.0,-5769.45566971433,,3.02614153446831,54.2424758055461,109.140609454251,13.1002201882295,0.0,-2.75269691577563,0.0,0.0,-71.6508070133164,,6.40515009215813,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-92.2572010893273,-900.506016973181,5.6843418860808e-14,0.0,-11.0715580171353,0.0,0.0,865.473805226705,,-46.1534313257171,13.4806274347138,-10.8017616737586,5.39355057739374,0.0,-0.137486931794292,0.0,0.0,7.59410013323486,,11.4322253296319,-2.68717058251008,-4.03075587376512,-15.9234989014759
HMDB0041541,-66.6292632284412,-503.44997762088,8.96649117441626,0.0,-6.26671899534912,0.0,0.0,442.336640861853,,-8.21569864848913,8.27174697584036,6.60963729741539,3.73227743697552,0.0,-0.0803933136255354,0.0,0.0,-3.26040755764458,,1.27063311271958,11.2982198528381,24.3475382749613,20.974658089402,0.0,-0.927870050084373,0.0,0.0,-44.993472533124,,11.8973660716833,-4662.2230694085,1053.33320277638,484.201636786215,0.0,-61.8125208146312,0.0,0.0,-6172.79045956705,,34.8450714105822,11.2982198528381,24.3475382749613,20.974658089402,0.0,-0.927870050084373,0.0,0.0,-44.993472533124,,11.8973660716833,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-66.5039675894095,-461.522346379557,2.27373675443232e-13,0.0,-7.84483024957446,0.0,0.0,437.077560231836,,-34.2143511921138,-8.39704261487259,-48.537268538739,5.23421373744048,0.0,1.65850456785088,0.0,0.0,8.51948818766141,,24.7280194309051,-2.8969244881931,-4.34538673228965,-16.1115600093933
HMDB0028879,-49.1219177223047,-863.918741611608,5.78127250231506,0.0,-5.64574247863187,0.0,0.0,828.216882784475,,-13.5555889188624,6.89441439262416,-0.617372048263569,4.94531097239403,0.0,0.127518429198589,0.0,0.0,1.66591870702595,,0.773038332269206,-26.1460915638601,52.2900863489825,22.1739234853722,0.0,-0.739393024128077,0.0,0.0,-103.364240602023,,3.49353222793637,-4682.16003531906,720.806986859674,482.215683510084,0.0,-61.0030672719576,0.0,0.0,-5845.28098571333,,21.1013472964621,-26.1460915638601,52.2900863489825,22.1739234853722,0.0,-0.739393024128077,0.0,0.0,-103.364240602023,,3.49353222793637,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-63.3041366554626,-915.505544554796,-2.27373675443232e-13,0.0,-5.95460765974265,0.0,0.0,882.03870748861,,-23.8826919295352,7.28780454053413,52.2041749914513,0.835961529921292,0.0,0.181346751912194,0.0,0.0,-55.4877434111613,,9.55406467840357,-2.23281444192294,-3.34922166288441,-12.0071884568152
DB01634 ZINC000006080317 dball,-57.6080960070267,-525.185216207602,1.21721637244156,0.0,-7.66512174431498,0.0,0.0,501.148255503454,,-27.1232299310127,2.19476872750423,-0.52844579072255,2.00659832559537,0.0,0.503866530334697,0.0,0.0,-0.305475217996815,,0.518224880293552,-12.2708866950016,21.0678279411042,5.26248985864888,0.0,-1.70750050720979,0.0,0.0,-55.2703757368563,,18.3766717493114,-4676.77100873493,1028.3182538558,460.740193753487,0.0,-63.9905540207225,0.0,0.0,-6124.25574812918,,22.4168458056868,-12.2708866950016,21.0678279411042,5.26248985864888,0.0,-1.70750050720979,0.0,0.0,-55.2703757368563,,18.3766717493114,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-66.9410256973242,-543.878801213615,-0.0655140497508455,0.0,-7.7778859627859,0.0,0.0,524.153776268409,,-39.372600739582,7.13816096279334,19.2220307967348,-0.723867903402947,0.0,-0.391102311863776,0.0,0.0,-22.7000455469579,,11.7311459282757,-2.61854981850121,-3.92782472775182,-14.0815199704751
endogenous	CA,-49.3152696856332,-846.695706305593,7.16954897295801,0.0,-7.76744536907171,0.0,0.0,810.225331298551,,-12.2469982824836,12.2681260651454,10.6251995380652,6.59622628692496,0.0,0.193206336272062,0.0,0.0,-3.77799325295919,,-1.36851284315768,-4.84985304567761,67.2063711396462,18.6840046887825,0.0,-0.846003454049877,0.0,0.0,-95.4683460616836,,5.57412064162715,-4661.05714876421,752.946306956353,480.114041184138,0.0,-63.2313805923193,0.0,0.0,-5855.37664265891,,24.4905263465317,-4.84985304567761,67.2063711396462,18.6840046887825,0.0,-0.846003454049877,0.0,0.0,-95.4683460616836,,5.57412064162715,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-78.6278510396769,-914.997811006853,1.13686837721616e-13,0.0,-7.1358528281261,0.0,0.0,869.447198314036,,-25.9413855187297,17.0444552888985,57.6769051631948,0.573322686032952,0.0,-0.824798877217674,0.0,0.0,-55.4438737625251,,15.0629000794039,-2.34834617550634,-3.52251926325952,-12.1931007788874
endogenous	DA,-44.1122835914848,-620.360731915518,19.9860651364845,0.0,-7.6830671527861,0.0,0.0,594.03092060808,,-30.0854702677498,7.53581390405301,1.75000044301066,8.30398684552625,0.0,0.299565060922838,0.0,0.0,-1.59662684293522,,-1.22111160247147,-34.2778183408112,28.1418039179615,9.07082360697073,0.0,-0.842553076026784,0.0,0.0,-76.3246335545861,,5.67674076486938,-4685.2821279652,940.216714124744,483.317376265852,0.0,-63.1435519980106,0.0,0.0,-6052.42734084229,,6.75467448450763,-34.2778183408112,28.1418039179615,9.07082360697073,0.0,-0.842553076026784,0.0,0.0,-76.3246335545861,,5.67674076486938,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-63.4375329887671,-653.516339761912,-2.27373675443232e-13,0.0,-7.56223081022419,0.0,0.0,634.511530339,,-36.8704927556268,11.7894354932296,31.405607403384,11.6820782909584,0.0,-0.420401403484753,0.0,0.0,-38.8839828879854,,8.00613409034845,-2.10058493292785,-3.15087739939177,-10.9066729807326
endogenous	CA,-61.2539743950265,-874.196009941189,6.42310553891929,0.0,-8.53614568965352,0.0,0.0,826.764166087877,,-11.7090903909862,10.6320432887746,15.1511495670943,4.54628729718634,0.0,-0.0877468179485714,0.0,0.0,-9.68057958844557,,0.702932830888116,-4.61471214535547,67.9617560314161,17.5930130173648,0.0,-0.872040583902291,0.0,0.0,-93.427640985686,,4.13020037545189,-4672.76071257328,726.201388212527,478.276606078681,0.0,-64.0261180427535,0.0,0.0,-5836.79710279359,,23.5845139718538,-4.61471214535547,67.9617560314161,17.5930130173648,0.0,-0.872040583902291,0.0,0.0,-93.427640985686,,4.13020037545189,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-89.5199642873622,-946.732444724214,1.70530256582424e-13,0.0,-8.62016238991907,0.0,0.0,890.045689181417,,-24.2130463546453,17.6339466035615,57.3852852159305,1.87681824173274,0.0,0.171763518214128,0.0,0.0,-53.6009435050946,,11.801023132771,-2.91685592357269,-4.37528388535903,-15.1449213938605
HMDB0028721,-43.6075570002404,-415.224199939242,13.9317117735877,0.0,-7.46177426313418,0.0,0.0,390.17875777714,,-25.032052348599,6.05905512096697,3.7274333586484,5.10443500738749,0.0,0.31682219059557,0.0,0.0,-4.18156269623955,,1.09192726057507,-29.2560297829139,2.06099256888175,18.1657749960949,0.0,-1.44749393096446,0.0,0.0,-56.0596194268867,,8.02431600996065,-4679.75561281605,1119.27243475194,486.35797429208,0.0,-63.5271999632963,0.0,0.0,-6236.01448954553,,14.1556676487497,-29.2560297829139,2.06099256888175,18.1657749960949,0.0,-1.44749393096446,0.0,0.0,-56.0596194268867,,8.02431600996065,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-58.330268147879,-416.679911162355,1.13686837721616e-13,0.0,-7.09153000517724,0.0,0.0,399.224234632178,,-33.7830616125245,8.66365602667156,-2.27172213553627,8.82727676620004,0.0,-0.687066448552507,0.0,0.0,-4.86391415879825,,7.65908200335037,-1.81698154167668,-2.72547231251502,-10.43728941056
HMDB0028894,-54.0904679262112,-570.103096942354,8.87735281063664,0.0,-5.50763608696964,0.0,0.0,528.836757501984,,-16.1938452095147,5.92719563807717,-0.223113407329436,4.67478947153771,0.0,0.00449239851747663,0.0,0.0,0.890021338376528,,0.581005836974905,-33.5591265399872,32.6522062832948,6.87933397453599,0.0,-0.514646909199823,0.0,0.0,-77.7146611098803,,5.1386412212621,-4694.5416204991,994.984751463241,470.01717430757,0.0,-60.6402147653672,0.0,0.0,-6119.01153150368,,20.1081999991355,-33.5591265399872,32.6522062832948,6.87933397453599,0.0,-0.514646909199823,0.0,0.0,-77.7146611098803,,5.1386412212621,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-70.4419420840131,-545.771485727665,0.0,0.0,-5.8510815757731,0.0,0.0,513.255849984315,,-32.0752247648892,10.4242785197248,-24.1084978073598,4.20256333909896,0.0,0.338953090285983,0.0,0.0,14.6908861792917,,15.3003737183996,-3.1817922309536,-4.7726883464304,-14.1109985464503
endogenous	BC,-61.1742087007078,-695.760423084992,13.4668726243354,0.0,-12.7749625885534,0.0,0.0,666.224285469269,,-32.3299811207739,6.75230299082327,1.79020783254775,2.68905309574426,0.0,0.190771264324488,0.0,0.0,0.481952960706877,,1.6003178374999,-25.0972803539732,46.7391252988057,14.1012052597877,0.0,-1.14665493898965,0.0,0.0,-89.6537535323282,,4.86279755875131,-4693.16351508758,883.414344336113,481.82856540652,0.0,-68.5395492967407,0.0,0.0,-5993.56309595884,,3.69622042536548,-25.0972803539732,46.7391252988057,14.1012052597877,0.0,-1.14665493898965,0.0,0.0,-89.6537535323282,,4.86279755875131,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-78.3327139906751,-771.977293713696,-3.97903932025656e-13,0.0,-10.5452269600545,0.0,0.0,746.607765527192,,-42.4179588441163,10.4062022991438,74.4266627961558,10.7778195285915,0.0,-2.42050689282333,0.0,0.0,-80.8654330186291,,8.48765988584245,-3.59848286474752,-5.39772429712128,-15.9589887673653
ZINC000253412127	PYSSPEDGXJSYKO-GXTWGEPZSA-N	biogenic	CG,-59.1255409335063,-869.022896081101,3.01871532802215,0.0,-11.8629503349789,0.0,0.0,844.085068331813,,-25.3434781772698,6.87099698588844,3.15072040454015,4.84603705388563,0.0,-0.216351693037105,0.0,0.0,-1.18363128198769,,0.274222502487444,30.1044324546641,77.2059956624687,11.2979424338385,0.0,-2.97471283577651,0.0,0.0,-69.6551541902596,,14.230361384393,-4635.91313451174,740.618741703668,468.577145284258,0.0,-69.4555949399531,0.0,0.0,-5795.70371375423,,20.0502871945113,30.1044324546641,77.2059956624687,11.2979424338385,0.0,-2.97471283577651,0.0,0.0,-69.6551541902596,,14.230361384393,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-77.8813452520062,-900.966496777465,0.0,0.0,-11.3430299293845,0.0,0.0,872.429287757735,,-38.0011063028907,11.8848073326108,28.7928802918238,-1.8273217258635,0.0,-0.303568712557336,0.0,0.0,-27.1605881439345,,12.3834056231335,-3.1118705754477,-4.66780586317155,-14.9895945268244
