title,r_psp_MMGBSA_dG_Bind,r_psp_MMGBSA_dG_Bind_Coulomb,r_psp_MMGBSA_dG_Bind_Covalent,r_psp_MMGBSA_dG_Bind_Hbond,r_psp_MMGBSA_dG_Bind_Lipo,r_psp_MMGBSA_dG_Bind_Packing,r_psp_MMGBSA_dG_Bind_SelfCont,r_psp_MMGBSA_dG_Bind_Solv_GB,r_psp_MMGBSA_dG_Bind_Solv_SA,r_psp_MMGBSA_dG_Bind_vdW,r_psp_Lig_Strain_Energy,r_psp_Lig_Strain_Coulomb,r_psp_Lig_Strain_Covalent,r_psp_Lig_Strain_Hbond,r_psp_Lig_Strain_Lipo,r_psp_Lig_Strain_Packing,r_psp_Lig_Strain_SelfCont,r_psp_Lig_Strain_Solv_GB,r_psp_Lig_Strain_Solv_SA,r_psp_Lig_Strain_vdW,r_psp_Ligand_Energy,r_psp_Ligand_Coulomb,r_psp_Ligand_Covalent,r_psp_Ligand_Hbond,r_psp_Ligand_Lipo,r_psp_Ligand_Packing,r_psp_Ligand_SelfCont,r_psp_Ligand_Solv_GB,r_psp_Ligand_Solv_SA,r_psp_Ligand_vdW,r_psp_Complex_Energy,r_psp_Complex_Coulomb,r_psp_Complex_Covalent,r_psp_Complex_Hbond,r_psp_Complex_Lipo,r_psp_Complex_Packing,r_psp_Complex_SelfCont,r_psp_Complex_Solv_GB,r_psp_Complex_Solv_SA,r_psp_Complex_vdW,r_psp_Ligand_Energy,r_psp_Ligand_Coulomb,r_psp_Ligand_Covalent,r_psp_Ligand_Hbond,r_psp_Ligand_Lipo,r_psp_Ligand_Packing,r_psp_Ligand_SelfCont,r_psp_Ligand_Solv_GB,r_psp_Ligand_Solv_SA,r_psp_Ligand_vdW,r_psp_Receptor_Energy,r_psp_Receptor_Coulomb,r_psp_Receptor_Covalent,r_psp_Receptor_Hbond,r_psp_Receptor_Lipo,r_psp_Receptor_Packing,r_psp_Receptor_SelfCont,r_psp_Receptor_Solv_GB,r_psp_Receptor_Solv_SA,r_psp_Receptor_vdW,r_psp_MMGBSA_dG_Bind(NS),r_psp_MMGBSA_dG_Bind(NS)_Coulomb,r_psp_MMGBSA_dG_Bind(NS)_Covalent,r_psp_MMGBSA_dG_Bind(NS)_Hbond,r_psp_MMGBSA_dG_Bind(NS)_Lipo,r_psp_MMGBSA_dG_Bind(NS)_Packing,r_psp_MMGBSA_dG_Bind(NS)_SelfCont,r_psp_MMGBSA_dG_Bind(NS)_Solv_GB,r_psp_MMGBSA_dG_Bind(NS)_Solv_SA,r_psp_MMGBSA_dG_Bind(NS)_vdW,r_psp_Rec_Strain_Energy,r_psp_Rec_Strain_Coulomb,r_psp_Rec_Strain_Covalent,r_psp_Rec_Strain_Hbond,r_psp_Rec_Strain_Lipo,r_psp_Rec_Strain_Packing,r_psp_Rec_Strain_SelfCont,r_psp_Rec_Strain_Solv_GB,r_psp_Rec_Strain_Solv_SA,r_psp_Rec_Strain_vdW,r_psp_Prime_MMGBSA_ligand_efficiency,r_psp_Prime_MMGBSA_ligand_efficiency_sa,r_psp_Prime_MMGBSA_ligand_efficiency_ln
endogenous	CB,-50.4953774035166,-440.848334577213,7.68652756509437,0.0,-8.95942884464321,0.0,0.0,409.450501055769,,-17.8246426025316,2.04491534533096,0.419581533278574,1.90901244504434,0.0,-0.0952623959615115,0.0,0.0,-0.514207444085088,,0.325791207054627,-21.862247735015,8.08883839189092,15.7281629544186,0.0,-1.31703959624914,0.0,0.0,-49.4011388685453,,5.03892938346998,-4679.24965117143,1099.67614593698,477.67517804191,0.0,-64.8944002100901,0.0,0.0,-6210.08426570856,,18.3776907683264,-21.862247735015,8.08883839189092,15.7281629544186,0.0,-1.31703959624914,0.0,0.0,-49.4011388685453,,5.03892938346998,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-58.1570833030382,-506.222585613401,1.70530256582424e-13,0.0,-7.55288586728972,0.0,0.0,485.418305599136,,-29.7999174214843,5.61679055419154,64.9546695029096,5.77751512004988,0.0,-1.31128058139198,0.0,0.0,-75.4535970992829,,11.6494836118981,-2.65765144229035,-3.98647716343552,-12.8016627130552
HMDB0028887,-59.3215497457195,-862.606593373521,7.14239325037835,0.0,-8.81820069821219,0.0,0.0,818.138215223578,,-13.1773641479484,10.7412024555089,15.1837228609292,4.4805106680294,0.0,-0.096136989152979,0.0,0.0,-9.53535991719212,,0.708465832895463,-4.70440041791073,68.0833249692115,17.590519965014,0.0,-0.872367175378817,0.0,0.0,-93.628238706181,,4.12236052942356,-4670.91797619653,737.91237371799,478.993400737789,0.0,-64.3084996427887,0.0,0.0,-5845.62365137838,,22.1084003688633,-4.70440041791073,68.0833249692115,17.590519965014,0.0,-0.872367175378817,0.0,0.0,-93.628238706181,,4.12236052942356,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-90.0965280581222,-947.291622084467,-5.6843418860808e-14,0.0,-8.6403240740159,0.0,0.0,890.571864490062,,-24.7364463896989,20.033775856894,69.5013058500169,2.66188258234899,0.0,-0.0817396350433199,0.0,0.0,-62.8982893492912,,10.8506164088551,-2.82483570217712,-4.23725355326568,-14.6671333041511
endogenous	DA,-44.2742142158468,-594.703214214878,11.0234103977548,0.0,-6.15862273095149,0.0,0.0,574.560543554599,,-28.9963312223777,7.41775022343322,-0.106616473056818,6.54042906130609,0.0,-0.0257239918868515,0.0,0.0,-0.122405336887866,,1.13206696395866,-23.4063378189682,32.4779510702679,14.9745448432322,0.0,-0.637219449940699,0.0,0.0,-75.8412031065585,,5.6195888240308,-4674.57257806771,970.21037897769,480.258442763384,0.0,-61.4137739500899,0.0,0.0,-6071.41428744774,,7.78666158904116,-23.4063378189682,32.4779510702679,14.9745448432322,0.0,-0.637219449940699,0.0,0.0,-75.8412031065585,,5.6195888240308,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-54.6161603385908,-573.451284952274,0.0,0.0,-5.9741682924594,0.0,0.0,567.111708964015,,-42.3024160578727,2.92419589931069,-21.1453127895472,4.48298133644874,0.0,-0.15873044660524,0.0,0.0,7.57123992747165,,12.1740178715363,-2.10829591504032,-3.16244387256048,-10.9467100003945
endogenous	EA,-39.3791861232157,-731.549835136139,12.8142516129911,0.0,-6.80295161739681,0.0,0.0,712.822320096398,,-26.6629710790774,11.7171910014122,-11.0181296573984,10.3575865768871,0.0,0.422101052565056,0.0,0.0,10.1562805636052,,1.79935246575325,-37.3379804203133,39.9661240524124,10.9696361382502,0.0,-0.797878044985942,0.0,0.0,-92.9384348826733,,5.46257231668339,-4683.60919257643,840.851931038574,478.044375273638,0.0,-62.2187614315805,0.0,0.0,-5950.24974268205,,9.96300522499411,-37.3379804203133,39.9661240524124,10.9696361382502,0.0,-0.797878044985942,0.0,0.0,-92.9384348826733,,5.46257231668339,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-61.0734735087044,-760.682496224749,-1.70530256582424e-13,0.0,-6.51697011908445,0.0,0.0,746.617123017731,,-40.4911301826012,9.9770963840765,40.1507907460084,2.45666503610425,0.0,-0.708082550877414,0.0,0.0,-43.951083484937,,12.0288066377706,-1.71213852709634,-2.5682077906445,-9.52224427531164
DB02230 ZINC000013525011 dball,-114.466196132561,-1313.1762498943,18.1087740386487,0.0,-8.16342971993804,0.0,0.0,1213.16998068045,,-24.405271237427,7.63990134672716,9.26345543007253,3.89876717616579,0.0,-0.115545345108177,0.0,0.0,-4.36113027333792,,-1.04564564106502,-23.7882485123779,129.032367679194,9.95901016265562,0.0,-0.917158261525262,0.0,0.0,-168.174750262271,,6.31228216956847,-4745.14647067784,348.291759907191,482.328271723701,0.0,-63.698519750661,0.0,0.0,-5525.1383974776,,13.0704149195296,-23.7882485123779,129.032367679194,9.95901016265562,0.0,-0.917158261525262,0.0,0.0,-168.174750262271,,6.31228216956847,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-132.829867550634,-1371.92146904636,-1.13686837721616e-13,0.0,-7.3813643118961,0.0,0.0,1278.98001237801,,-32.5070465703911,10.7237700713458,49.481763721986,14.210006862483,0.0,-0.666520062933756,0.0,0.0,-61.4489014242263,,9.14742097402917,-5.72330980662805,-8.58496470994207,-28.6471135441588
HMDB0001919,-35.9829887131991,-433.124701699556,6.36411805657826,0.0,-6.25846006174702,0.0,0.0,427.867693431906,,-30.8316384403862,5.61661789933414,2.84670124487432,3.59269361188438,0.0,0.0483180610373458,0.0,0.0,-2.95176720827689,,2.08067218981502,-120.070949491655,-91.0995831504524,21.4157936361423,0.0,-0.174796309274306,0.0,0.0,-47.1039158420449,,-3.10844782602535,-4762.94596423775,1008.21135727229,482.040399215118,0.0,-61.051188140219,0.0,0.0,-6189.36985030592,,-2.77668227902348,-120.070949491655,-91.0995831504524,21.4157936361423,0.0,-0.174796309274306,0.0,0.0,-47.1039158420449,,-3.10844782602535,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-50.9774842496881,-476.447107763134,-1.13686837721616e-13,0.0,-6.4589642917584,0.0,0.0,478.229344458558,,-46.3007566533523,9.3778776371546,40.4757048187028,2.77142444469399,0.0,0.152186168974026,0.0,0.0,-47.4098838183754,,13.3884460231511,-1.79914943565996,-2.69872415348993,-9.00535527651711
HMDB0028723,-52.6699371945115,-617.798567834428,16.2129876427156,0.0,-6.21193792812579,0.0,0.0,587.733043161789,,-32.6054622364681,7.95937320448601,1.53246505888945,8.11910389866954,0.0,0.134908183520374,0.0,0.0,-2.27581844136625,,0.448714504772942,-54.6815500193735,10.981840498522,9.36634851288292,0.0,-0.293357759480588,0.0,0.0,-83.3379710365546,,8.60158976525678,-4714.24351324678,925.618914786393,479.839823677995,0.0,-61.1232274568041,0.0,0.0,-6065.73855577054,,7.1595315161768,-54.6815500193735,10.981840498522,9.36634851288292,0.0,-0.293357759480588,0.0,0.0,-83.3379710365546,,8.60158976525678,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-63.13498954427,-629.90183164691,-0.0749068580290668,0.0,-5.62474862487534,0.0,0.0,612.129232403442,,-39.6627348178959,2.50567914527255,10.5707987535918,8.16879060207509,0.0,-0.722097486770828,0.0,0.0,-22.1203708002859,,6.60855807665485,-2.50809224735769,-3.76213837103653,-13.0225355417136
DB12575 ZINC000033821171 dball,-65.5690295350541,-757.152666470233,5.72745915778864,0.0,-3.96976806508726,0.0,0.0,704.232621611952,,-14.40667576948,3.02890115629003,-3.80839141765463,6.78753051243023,0.0,0.0597785691120263,0.0,0.0,-0.907075645886721,,0.897059138289066,-80.6391890814527,-51.7049208654646,5.54220465426334,0.0,-0.343128676148654,0.0,0.0,-52.772200481389,,18.6388562872863,-4753.10024464941,723.578054786602,465.530151334449,0.0,-58.9308285104336,0.0,0.0,-5918.67320676522,,35.3955845051943,-80.6391890814527,-51.7049208654646,5.54220465426334,0.0,-0.343128676148654,0.0,0.0,-52.772200481389,,18.6388562872863,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-67.7976181478598,-702.793800342243,-5.6843418860808e-14,0.0,-5.02152870055937,0.0,0.0,673.332529765587,,-33.3148188706428,-0.800312543484324,-50.5504747103348,-1.06007135464154,0.0,0.99198206636008,0.0,0.0,31.8071674922512,,18.0110839628737,-3.85700173735613,-5.78550260603419,-17.105499655198
endogenous	DA,-59.3912541721129,-565.107772052356,10.8215914067946,0.0,-6.43542306674463,0.0,0.0,530.317903545971,,-28.987554005785,4.45779989888769,0.54089959951267,2.26206353603339,0.0,0.0217229672694696,0.0,0.0,-0.492613213783386,,2.12572700985555,-53.3406126800349,17.279337676672,9.37500953788749,0.0,-0.234159141802619,0.0,0.0,-88.6616261784257,,8.90082542563391,-4719.62389288505,984.607207746616,474.457088467079,0.0,-61.287513977745,0.0,0.0,-6128.47735052823,,11.076675407237,-53.3406126800349,17.279337676672,9.37500953788749,0.0,-0.234159141802619,0.0,0.0,-88.6616261784257,,8.90082542563391,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-79.1448687021411,-632.506100198357,1.13686837721616e-13,0.0,-5.47404250342805,0.0,0.0,610.254312079056,,-51.4190380794145,15.2958146311412,66.8574285464881,8.55952787076109,0.0,-0.98310353058605,0.0,0.0,-79.4437953193019,,20.305757063774,-2.8281549605768,-4.24223244086521,-14.6843675827258
DB08018 ZINC000039036155 dball,-60.1143526278329,-493.873483237966,0.226567463909703,0.0,-11.7031609923854,0.0,0.0,470.589428410386,,-25.3537042717829,5.13415249726458,-0.108670578923508,3.2188895003306,0.0,-0.0192507445197374,0.0,0.0,0.185141849321298,,1.85804247105595,-46.074382638487,-36.4331424221112,13.4846463636914,0.0,-2.58693726368322,0.0,0.0,-39.6916677536138,,19.1527184372297,-4713.08076129922,1002.12901646222,467.971701349998,0.0,-68.9080300252663,0.0,0.0,-6139.23586723901,,24.9624181528349,-46.074382638487,-36.4331424221112,13.4846463636914,0.0,-2.58693726368322,0.0,0.0,-39.6916677536138,,19.1527184372297,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-61.1041942086895,-425.373013092225,-2.27373675443232e-13,0.0,-13.2036220989674,0.0,0.0,432.760647856157,,-55.2882068736529,-4.14431091640745,-68.3917995668178,-2.99232203642066,0.0,1.51971185110181,0.0,0.0,37.643638704908,,28.076460130814,-2.31209048568588,-3.46813572852882,-14.117658463367
HMDB0034879,-47.7515202203167,-229.1221756276,16.1855959822477,0.0,-9.06706232267597,0.0,0.0,199.926719079188,,-25.6745973314831,12.6144433177242,-2.4781202854989,12.7263196906341,0.0,0.0269575254114524,0.0,0.0,-1.8082449964335,,4.147531383611,9.49404541420159,31.7090656190161,6.3010708361994,0.0,-0.79345012969502,0.0,0.0,-36.5549665257519,,8.83232561443303,-4645.14950083901,1335.02253211372,476.747154340844,0.0,-64.4784442215687,0.0,0.0,-6406.76187534234,,14.3211322703381,9.49404541420159,31.7090656190161,6.3010708361994,0.0,-0.79345012969502,0.0,0.0,-36.5549665257519,,8.83232561443303,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-70.0696267223175,-251.822805143536,-2.27373675443232e-13,0.0,-9.30620348381232,0.0,0.0,240.863068557707,,-49.8036866526756,9.70366318427659,25.1787498014344,3.45927629161378,0.0,0.212183635724898,0.0,0.0,-39.1281044820862,,19.9815579375816,-2.27388191525318,-3.41082287287976,-11.8064668834413
DB02230 ZINC000013525011 dball,-69.8740180912619,-935.459342403034,17.1673155148735,0.0,-9.46893524153794,0.0,0.0,879.700768546262,,-21.8138245078325,11.0986354252784,14.5101779199968,6.09869280598449,0.0,-0.028349394931366,0.0,0.0,-8.87917503616129,,-0.602710869610222,19.6408467206102,101.598257348558,12.5798441625048,0.0,-1.26983632450371,0.0,0.0,-101.315756681301,,8.04833821535136,-4657.12519740355,698.574557067824,484.007647199775,0.0,-65.3567033352394,0.0,0.0,-5791.74861603082,,17.397917694907,19.6408467206102,101.598257348558,12.5798441625048,0.0,-1.26983632450371,0.0,0.0,-101.315756681301,,8.04833821535136,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-97.3971956804653,-981.976637474765,-1.13686837721616e-13,0.0,-8.49197697731303,0.0,0.0,920.710354428307,,-27.6389356566921,16.4245421639253,32.0071171517336,11.0686227088891,0.0,-0.948608869293558,0.0,0.0,-32.1304108458835,,6.4278220184699,-3.49370090456309,-5.24055135684464,-17.4871621288862
endogenous	BA,-63.0568311079141,-614.363547351624,9.98056679692502,0.0,-8.36144759798601,0.0,0.0,579.95552118553,,-30.2679241407669,5.86182337101079,6.21064280393014,4.17376832125809,0.0,-0.0215524789570566,0.0,0.0,-3.48508747850596,,-1.01594779671443,-46.0908818758045,-12.8837605555966,2.44962278248996,0.0,-0.491756767888902,0.0,0.0,-53.8424312573711,,18.6774439225621,-4716.03973901662,905.188334215079,466.690677101812,0.0,-63.4711361350726,0.0,0.0,-6044.02053796762,,19.5729237691834,-46.0908818758045,-12.8837605555966,2.44962278248996,0.0,-0.491756767888902,0.0,0.0,-53.8424312573711,,18.6774439225621,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-86.4704796870692,-689.297037995541,-2.27373675443232e-13,0.0,-7.08006426089246,0.0,0.0,647.959671923077,,-38.0530493537135,17.5518252081447,68.7228478399863,5.80679847566711,0.0,-1.2598308581365,0.0,0.0,-64.5190632590411,,8.80107300966103,-3.70922535928907,-5.5638380389336,-16.4501230294656
endogenous	DA,-62.2251393952774,-945.803424265351,1.87422983793886,0.0,-6.33777053561763,0.0,0.0,898.193428697842,,-10.1516031300966,4.32549614203757,20.3230625020934,0.602852870582332,0.0,0.0403110524818874,0.0,0.0,-15.3972375637625,,-1.24349271935758,-31.7592230693641,45.2697012068547,21.3267716173515,0.0,-0.694750751509989,0.0,0.0,-103.397494166347,,5.73654902428646,-4700.87638849754,631.901919063803,477.461488977687,0.0,-61.6504530563253,0.0,0.0,-5775.33769336428,,26.748349881578,-31.7592230693641,45.2697012068547,21.3267716173515,0.0,-0.694750751509989,0.0,0.0,-103.397494166347,,5.73654902428646,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-66.6729016790405,-940.651960149595,-2.27373675443232e-13,0.0,-6.63623430671974,0.0,0.0,906.122702831,,-25.5074100537229,0.122266141725049,-25.47452661785,1.27137696735673,0.0,0.258152718620231,0.0,0.0,7.46796343060578,,16.5992996429839,-2.82841542705807,-4.2426231405871,-15.2100937853131
HMDB0028711,-58.8926001443842,-920.076167032727,1.94216666439195,0.0,-6.70831927075054,0.0,0.0,877.262469149069,,-11.3127496543748,4.04620867672477,20.4973574399664,0.494693006849733,0.0,0.0325888470344875,0.0,0.0,-15.6667053758638,,-1.3117252412621,-31.7364568051718,45.2724431261584,21.3251313488211,0.0,-0.694835391751336,0.0,0.0,-103.373759015015,,5.73456312661473,-4697.52108298246,657.631918215731,477.52778553561,0.0,-62.0210864316996,0.0,0.0,-5796.24491776173,,25.585217459628,-31.7364568051718,45.2724431261584,21.3251313488211,0.0,-0.694835391751336,0.0,0.0,-103.373759015015,,5.73456312661473,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-67.2209520735933,-942.658889850031,-1.13686837721616e-13,0.0,-6.86092227840749,0.0,0.0,908.208065741615,,-25.9092056867713,4.28214325248427,2.08536537733767,1.44747365754233,0.0,0.120014160622468,0.0,0.0,-15.2788912166825,,15.9081812736585,-2.67693637019928,-4.01540455529893,-14.3954996350721
endogenous	CA,-70.0827184820782,-672.501021828544,13.3239890443994,0.0,-7.62989825445678,0.0,0.0,613.290752967599,,-16.5665404110825,9.12446336302696,6.21943996531026,5.29537903369123,0.0,-0.0341307714225595,0.0,0.0,-3.62261865983703,,1.26639379528509,-32.6926323087204,7.67289939974022,0.39949854240464,0.0,-0.658094628370476,0.0,0.0,-57.6522032575307,,17.5452676350359,-4709.6673768237,867.607519693496,467.983975109201,0.0,-62.905924652025,0.0,0.0,-6014.49507818571,,32.1421312113415,-32.6926323087204,7.67289939974022,0.39949854240464,0.0,-0.658094628370476,0.0,0.0,-57.6522032575307,,17.5452676350359,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-94.1120310004007,-710.31652244511,-3.41060513164848e-13,0.0,-6.5177138460455,0.0,0.0,649.722523544377,,-27.0003182536226,14.9048491552958,31.5960606512551,8.02861001070846,0.0,-1.07805363698873,0.0,0.0,-32.8091519169402,,9.16738404725499,-3.89348436011546,-5.84022654017319,-18.0144014103109
HMDB0000727,-71.6306365949113,-679.367389493007,13.1873263572564,0.0,-7.38218479775743,0.0,0.0,618.632859466125,,-16.7012481275341,8.60943641076796,6.25843950378304,5.20004385663997,0.0,-0.0335738019960886,0.0,0.0,-4.05193716228658,,1.2364640146276,-32.6233156452135,7.68005926006083,0.39524049821169,0.0,-0.658130461308581,0.0,0.0,-57.5817938676005,,17.5413089254231,-4711.14597827302,860.748311889353,467.843054377865,0.0,-62.6582470282637,0.0,0.0,-6009.08256229726,,32.0034647852771,-32.6233156452135,7.68005926006083,0.39524049821169,0.0,-0.658130461308581,0.0,0.0,-57.5817938676005,,17.5413089254231,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-93.2937530023173,-708.904391817526,-5.6843418860808e-14,0.0,-6.35930901778219,0.0,0.0,649.066487479216,,-27.0965396462226,13.0536799966376,23.2785628207359,7.98728250061646,0.0,-0.989301977979146,0.0,0.0,-26.3816908508043,,9.15882750406093,-3.9794798108284,-5.96921971624261,-18.412285779508
HMDB0000877,-71.6306365949113,-679.367389493007,13.1873263572564,0.0,-7.38218479775743,0.0,0.0,618.632859466125,,-16.7012481275341,8.60943641076796,6.25843950378304,5.20004385663997,0.0,-0.0335738019960886,0.0,0.0,-4.05193716228658,,1.2364640146276,-32.6233156452135,7.68005926006083,0.39524049821169,0.0,-0.658130461308581,0.0,0.0,-57.5817938676005,,17.5413089254231,-4711.14597827302,860.748311889353,467.843054377865,0.0,-62.6582470282637,0.0,0.0,-6009.08256229726,,32.0034647852771,-32.6233156452135,7.68005926006083,0.39524049821169,0.0,-0.658130461308581,0.0,0.0,-57.5817938676005,,17.5413089254231,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-93.2937530023173,-708.904391817526,-5.6843418860808e-14,0.0,-6.35930901778219,0.0,0.0,649.066487479216,,-27.0965396462226,13.0536799966376,23.2785628207359,7.98728250061646,0.0,-0.989301977979146,0.0,0.0,-26.3816908508043,,9.15882750406093,-3.9794798108284,-5.96921971624261,-18.412285779508
endogenous	EA,-45.9669943115314,-755.773323830965,12.846577528712,0.0,-7.8762635903572,0.0,0.0,732.964577457704,,-28.1285618766311,8.42114226830924,-7.05653633981546,6.79549223125315,0.0,0.107197662431968,0.0,0.0,6.52693760098873,,2.04805111345089,-34.4338201867762,36.5518439480919,14.0068299691084,0.0,-0.519554442531498,0.0,0.0,-89.5747453312773,,5.10180566983218,-4687.29284053121,813.214162239427,481.113895020217,0.0,-63.0137498020864,0.0,0.0,-5926.74379576935,,8.13664778058921,-34.4338201867762,36.5518439480919,14.0068299691084,0.0,-0.519554442531498,0.0,0.0,-89.5747453312773,,5.10180566983218,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-61.2086249502936,-764.235620121434,-3.41060513164848e-13,0.0,-6.55430398169207,0.0,0.0,751.149645898864,,-41.5683467460292,6.82048837045295,15.5188326302844,6.05108529745922,0.0,-1.4291572710971,0.0,0.0,-24.7120060421485,,11.3917337559473,-1.99856497006658,-2.99784745509987,-11.1152360301884
DB02230 ZINC000013525011 dball,-82.8290619048394,-1312.41427328983,14.87481915239,0.0,-7.92037339817124,0.0,0.0,1234.80343007368,,-12.1726644429146,6.38489030191445,10.230986343475,3.15249172506463,0.0,-0.000173124622894094,0.0,0.0,-6.31361548887006,,-0.68479915313217,-23.6350011267429,129.017260600845,9.96137025502353,0.0,-0.918195893002283,0.0,0.0,-168.018011781368,,6.32257569175841,-4713.35608906448,349.038629433313,479.096676929811,0.0,-63.4565010603712,0.0,0.0,-5503.34820960347,,25.3133152362319,-23.6350011267429,129.017260600845,9.96137025502353,0.0,-0.918195893002283,0.0,0.0,-168.018011781368,,6.32257569175841,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-110.082041072657,-1330.64647018703,-5.6843418860808e-14,0.0,-7.51677743695078,0.0,0.0,1259.03347965142,,-30.9522731000952,20.8680888659037,8.00121055372051,11.7223274273255,0.0,-0.403422836597571,0.0,0.0,-17.9164340888647,,19.4644078103128,-4.14145309524197,-6.21217964286295,-20.7293823094827
endogenous	CA,-46.0886246160235,-525.363472602122,12.2220257651804,0.0,-7.21997031569509,0.0,0.0,503.607707097778,,-29.3349145611718,6.36844693843514,6.10476898043087,5.21217692581811,0.0,0.0555528428535356,0.0,0.0,-4.09077289991347,,-0.913278910753958,-65.294331934588,-32.4219446137507,16.2764953737052,0.0,-0.56757376218142,0.0,0.0,-54.3053428691609,,5.72403393679993,-4718.27498258351,974.650224906427,482.759008661283,0.0,-62.4054758470742,0.0,0.0,-6120.83126366716,,7.55252336301623,-65.294331934588,-32.4219446137507,16.2764953737052,0.0,-0.56757376218142,0.0,0.0,-54.3053428691609,,5.72403393679993,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-67.0078789312893,-544.740508665624,-3.41060513164848e-13,0.0,-6.24115217771468,0.0,0.0,520.7937347359,,-36.8199528238511,14.5508073768306,13.2722670830715,7.00984883936263,0.0,-1.03437098083394,0.0,0.0,-13.0952547382085,,8.39831717343328,-2.30443123080117,-3.45664684620176,-11.5344626368148
endogenous	DA,-48.0328616675497,-585.473676609485,7.27599004363015,0.0,-7.80815603954149,0.0,0.0,566.881447379413,,-28.9084664415726,4.36009287926251,-2.07916262817358,4.89572811662982,0.0,0.0709523739001396,0.0,0.0,1.27589137378565,,0.196683643120447,-34.8031741442435,34.2688815671904,7.87760348087442,0.0,-0.702552563964294,0.0,0.0,-81.2816675744508,,5.03456094610688,-4689.72806184469,981.230847080005,469.414081046902,0.0,-63.1286403727035,0.0,0.0,-6084.53384809082,,7.28949849192236,-34.8031741442435,34.2688815671904,7.87760348087442,0.0,-0.702552563964294,0.0,0.0,-81.2816675744508,,5.03456094610688,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-63.4490588727767,-653.115125515855,0.0,0.0,-7.36909730282864,0.0,0.0,634.48125367387,,-37.4460897279614,11.056104325964,69.7206115345432,2.38026192700033,0.0,-0.510011110612993,0.0,0.0,-68.8756976682425,,8.34093964326838,-2.28727912702618,-3.43091869053926,-11.8760279877657
